"Time Stamp","Time Zone","Name","PTID","Load"
"05/16/2021 00:00:00","EDT","CAPITL",61757,1052.1462
"05/16/2021 00:00:00","EDT","CENTRL",61754,1324.3953
"05/16/2021 00:00:00","EDT","DUNWOD",61760,517.1125
"05/16/2021 00:00:00","EDT","GENESE",61753,821.163
"05/16/2021 00:00:00","EDT","HUD VL",61758,815.0848
"05/16/2021 00:00:00","EDT","LONGIL",61762,1740.042
"05/16/2021 00:00:00","EDT","MHK VL",61756,650.5604
"05/16/2021 00:00:00","EDT","MILLWD",61759,228.5192
"05/16/2021 00:00:00","EDT","N.Y.C.",61761,4373.759
"05/16/2021 00:00:00","EDT","NORTH",61755,525.8882
"05/16/2021 00:00:00","EDT","WEST",61752,1332.9252
"05/16/2021 00:05:00","EDT","CAPITL",61757,1036.1271
"05/16/2021 00:05:00","EDT","CENTRL",61754,1319.6338
"05/16/2021 00:05:00","EDT","DUNWOD",61760,507.3297
"05/16/2021 00:05:00","EDT","GENESE",61753,826.5227
"05/16/2021 00:05:00","EDT","HUD VL",61758,776.0849
"05/16/2021 00:05:00","EDT","LONGIL",61762,1729.2673
"05/16/2021 00:05:00","EDT","MHK VL",61756,630.2825
"05/16/2021 00:05:00","EDT","MILLWD",61759,223.5061
"05/16/2021 00:05:00","EDT","N.Y.C.",61761,4365.802
"05/16/2021 00:05:00","EDT","NORTH",61755,536.4935
"05/16/2021 00:05:00","EDT","WEST",61752,1309.0619
"05/16/2021 00:10:00","EDT","CAPITL",61757,1038.4153
"05/16/2021 00:10:00","EDT","CENTRL",61754,1272.7606
"05/16/2021 00:10:00","EDT","DUNWOD",61760,508.6892
"05/16/2021 00:10:00","EDT","GENESE",61753,819.7148
"05/16/2021 00:10:00","EDT","HUD VL",61758,782.5426
"05/16/2021 00:10:00","EDT","LONGIL",61762,1717.3625
"05/16/2021 00:10:00","EDT","MHK VL",61756,633.7615
"05/16/2021 00:10:00","EDT","MILLWD",61759,221.1375
"05/16/2021 00:10:00","EDT","N.Y.C.",61761,4342.6724
"05/16/2021 00:10:00","EDT","NORTH",61755,523.1902
"05/16/2021 00:10:00","EDT","WEST",61752,1322.1129
"05/16/2021 00:15:00","EDT","CAPITL",61757,1035.2655
"05/16/2021 00:15:00","EDT","CENTRL",61754,1314.9191
"05/16/2021 00:15:00","EDT","DUNWOD",61760,496.1135
"05/16/2021 00:15:00","EDT","GENESE",61753,812.4075
"05/16/2021 00:15:00","EDT","HUD VL",61758,783.0544
"05/16/2021 00:15:00","EDT","LONGIL",61762,1723.3433
"05/16/2021 00:15:00","EDT","MHK VL",61756,621.4217
"05/16/2021 00:15:00","EDT","MILLWD",61759,218.3164
"05/16/2021 00:15:00","EDT","N.Y.C.",61761,4294.382
"05/16/2021 00:15:00","EDT","NORTH",61755,523.0525
"05/16/2021 00:15:00","EDT","WEST",61752,1316.6946
"05/16/2021 00:20:00","EDT","CAPITL",61757,1024.9692
"05/16/2021 00:20:00","EDT","CENTRL",61754,1308.2782
"05/16/2021 00:20:00","EDT","DUNWOD",61760,504.3212
"05/16/2021 00:20:00","EDT","GENESE",61753,809.3665
"05/16/2021 00:20:00","EDT","HUD VL",61758,774.7631
"05/16/2021 00:20:00","EDT","LONGIL",61762,1699.5175
"05/16/2021 00:20:00","EDT","MHK VL",61756,634.0269
"05/16/2021 00:20:00","EDT","MILLWD",61759,224.9171
"05/16/2021 00:20:00","EDT","N.Y.C.",61761,4288.8994
"05/16/2021 00:20:00","EDT","NORTH",61755,518.8919
"05/16/2021 00:20:00","EDT","WEST",61752,1320.841
