"Time Stamp","Time Zone","Name","PTID","Load"
"03/14/2021 00:00:00","EST","CAPITL",61757,1174.2566
"03/14/2021 00:00:00","EST","CENTRL",61754,1606.6484
"03/14/2021 00:00:00","EST","DUNWOD",61760,529.9912
"03/14/2021 00:00:00","EST","GENESE",61753,953.2002
"03/14/2021 00:00:00","EST","HUD VL",61758,917.0434
"03/14/2021 00:00:00","EST","LONGIL",61762,1837.2373
"03/14/2021 00:00:00","EST","MHK VL",61756,796.0668
"03/14/2021 00:00:00","EST","MILLWD",61759,259.829
"03/14/2021 00:00:00","EST","N.Y.C.",61761,4498.019
"03/14/2021 00:00:00","EST","NORTH",61755,626.6052
"03/14/2021 00:00:00","EST","WEST",61752,1459.6437
"03/14/2021 00:05:00","EST","CAPITL",61757,1174.3657
"03/14/2021 00:05:00","EST","CENTRL",61754,1616.2263
"03/14/2021 00:05:00","EST","DUNWOD",61760,521.5698
"03/14/2021 00:05:00","EST","GENESE",61753,944.0079
"03/14/2021 00:05:00","EST","HUD VL",61758,925.9401
"03/14/2021 00:05:00","EST","LONGIL",61762,1824.4956
"03/14/2021 00:05:00","EST","MHK VL",61756,786.3264
"03/14/2021 00:05:00","EST","MILLWD",61759,259.2775
"03/14/2021 00:05:00","EST","N.Y.C.",61761,4456.3726
"03/14/2021 00:05:00","EST","NORTH",61755,616.7136
"03/14/2021 00:05:00","EST","WEST",61752,1490.8046
"03/14/2021 00:10:00","EST","CAPITL",61757,1173.3939
"03/14/2021 00:10:00","EST","CENTRL",61754,1599.7073
"03/14/2021 00:10:00","EST","DUNWOD",61760,527.4747
"03/14/2021 00:10:00","EST","GENESE",61753,935.8514
"03/14/2021 00:10:00","EST","HUD VL",61758,916.4231
"03/14/2021 00:10:00","EST","LONGIL",61762,1804.7795
"03/14/2021 00:10:00","EST","MHK VL",61756,789.9232
"03/14/2021 00:10:00","EST","MILLWD",61759,272.6978
"03/14/2021 00:10:00","EST","N.Y.C.",61761,4415.0503
"03/14/2021 00:10:00","EST","NORTH",61755,625.148
"03/14/2021 00:10:00","EST","WEST",61752,1480.7771
"03/14/2021 00:15:00","EST","CAPITL",61757,1193.6488
"03/14/2021 00:15:00","EST","CENTRL",61754,1603.3552
"03/14/2021 00:15:00","EST","DUNWOD",61760,537.068
"03/14/2021 00:15:00","EST","GENESE",61753,944.2487
"03/14/2021 00:15:00","EST","HUD VL",61758,912.4825
"03/14/2021 00:15:00","EST","LONGIL",61762,1822.3197
"03/14/2021 00:15:00","EST","MHK VL",61756,775.9036
"03/14/2021 00:15:00","EST","MILLWD",61759,266.9697
"03/14/2021 00:15:00","EST","N.Y.C.",61761,4403.2256
"03/14/2021 00:15:00","EST","NORTH",61755,621.6932
"03/14/2021 00:15:00","EST","WEST",61752,1494.845
"03/14/2021 00:18:19","EST","CAPITL",61757,1174.2383
"03/14/2021 00:18:19","EST","CENTRL",61754,1595.093
"03/14/2021 00:18:19","EST","DUNWOD",61760,521.6457
"03/14/2021 00:18:19","EST","GENESE",61753,936.9888
"03/14/2021 00:18:19","EST","HUD VL",61758,913.4221
"03/14/2021 00:18:19","EST","LONGIL",61762,1796.6829
"03/14/2021 00:18:19","EST","MHK VL",61756,784.1404
"03/14/2021 00:18:19","EST","MILLWD",61759,266.2614
"03/14/2021 00:18:19","EST","N.Y.C.",61761,4394.1426
"03/14/2021 00:18:19","EST","NORTH",61755,619.9835
"03/14/2021 00:18:19","EST","WEST",61752,1463.8986
"03/14/2021 00:20:00","EST","CAPITL",61757,1167.347
"03/14/2021 00:20:00","EST","CENTRL",61754,1593.3322
"03/14/2021 00:20:00","EST","DUNWOD",61760,523.3428
"03/14/2021 00:20:00","EST","GENESE",61753,936.9594
"03/14/2021 00:20:00","EST","HUD VL",61758,904.3693
"03/14/2021 00:20:00","EST","LONGIL",61762,1790.499
"03/14/2021 00:20:00","EST","MHK VL",61756,787.4365
"03/14/2021 00:20:00","EST","MILLWD",61759,258.2703
"03/14/2021 00:20:00","EST","N.Y.C.",61761,4399.6963
"03/14/2021 00:20:00","EST","NORTH",61755,624.6708
"03/14/2021 00:20:00","EST","WEST",61752,1460.2638
"03/14/2021 00:20:07","EST","CAPITL",61757,1183.0292
"03/14/2021 00:20:07","EST","CENTRL",61754,1595.9259
"03/14/2021 00:20:07","EST","DUNWOD",61760,518.4246
"03/14/2021 00:20:07","EST","GENESE",61753,931.4915
"03/14/2021 00:20:07","EST","HUD VL",61758,892.9719
"03/14/2021 00:20:07","EST","LONGIL",61762,1793.8795
"03/14/2021 00:20:07","EST","MHK VL",61756,781.8369
"03/14/2021 00:20:07","EST","MILLWD",61759,266.5747
"03/14/2021 00:20:07","EST","N.Y.C.",61761,4370.085
"03/14/2021 00:20:07","EST","NORTH",61755,621.1992
"03/14/2021 00:20:07","EST","WEST",61752,1467.8932
"03/14/2021 00:25:00","EST","CAPITL",61757,1169.1838
"03/14/2021 00:25:00","EST","CENTRL",61754,1600.2792
"03/14/2021 00:25:00","EST","DUNWOD",61760,525.9458
"03/14/2021 00:25:00","EST","GENESE",61753,929.5039
"03/14/2021 00:25:00","EST","HUD VL",61758,914.7288
"03/14/2021 00:25:00","EST","LONGIL",61762,1784.6547
"03/14/2021 00:25:00","EST","MHK VL",61756,798.5422
"03/14/2021 00:25:00","EST","MILLWD",61759,258.3853
"03/14/2021 00:25:00","EST","N.Y.C.",61761,4389.683
"03/14/2021 00:25:00","EST","NORTH",61755,616.5463
"03/14/2021 00:25:00","EST","WEST",61752,1466.7192
"03/14/2021 00:30:00","EST","CAPITL",61757,1151.8562
"03/14/2021 00:30:00","EST","CENTRL",61754,1601.7681
"03/14/2021 00:30:00","EST","DUNWOD",61760,511.7101
"03/14/2021 00:30:00","EST","GENESE",61753,923.3449
"03/14/2021 00:30:00","EST","HUD VL",61758,892.2592
"03/14/2021 00:30:00","EST","LONGIL",61762,1786.657
"03/14/2021 00:30:00","EST","MHK VL",61756,782.8176
"03/14/2021 00:30:00","EST","MILLWD",61759,259.8216
"03/14/2021 00:30:00","EST","N.Y.C.",61761,4386.703
"03/14/2021 00:30:00","EST","NORTH",61755,620.4622
"03/14/2021 00:30:00","EST","WEST",61752,1465.6953
"03/14/2021 00:35:00","EST","CAPITL",61757,1165.0199
"03/14/2021 00:35:00","EST","CENTRL",61754,1540.123
"03/14/2021 00:35:00","EST","DUNWOD",61760,522.4063
"03/14/2021 00:35:00","EST","GENESE",61753,918.3545
"03/14/2021 00:35:00","EST","HUD VL",61758,868.5756
"03/14/2021 00:35:00","EST","LONGIL",61762,1766.5745
"03/14/2021 00:35:00","EST","MHK VL",61756,778.2764
"03/14/2021 00:35:00","EST","MILLWD",61759,259.0037
"03/14/2021 00:35:00","EST","N.Y.C.",61761,4356.326
"03/14/2021 00:35:00","EST","NORTH",61755,615.8211
"03/14/2021 00:35:00","EST","WEST",61752,1465.4277
"03/14/2021 00:40:00","EST","CAPITL",61757,1151.504
"03/14/2021 00:40:00","EST","CENTRL",61754,1543.0616
"03/14/2021 00:40:00","EST","DUNWOD",61760,511.0632
"03/14/2021 00:40:00","EST","GENESE",61753,915.77
"03/14/2021 00:40:00","EST","HUD VL",61758,884.4231
"03/14/2021 00:40:00","EST","LONGIL",61762,1767.9246
"03/14/2021 00:40:00","EST","MHK VL",61756,770.86
"03/14/2021 00:40:00","EST","MILLWD",61759,263.6092
"03/14/2021 00:40:00","EST","N.Y.C.",61761,4315.8896
"03/14/2021 00:40:00","EST","NORTH",61755,628.8397
"03/14/2021 00:40:00","EST","WEST",61752,1467.5897
"03/14/2021 00:45:00","EST","CAPITL",61757,1156.4146
"03/14/2021 00:45:00","EST","CENTRL",61754,1559.4897
"03/14/2021 00:45:00","EST","DUNWOD",61760,498.8846
"03/14/2021 00:45:00","EST","GENESE",61753,911.746
"03/14/2021 00:45:00","EST","HUD VL",61758,899.3192
"03/14/2021 00:45:00","EST","LONGIL",61762,1755.5244
"03/14/2021 00:45:00","EST","MHK VL",61756,768.1658
"03/14/2021 00:45:00","EST","MILLWD",61759,253.5809
"03/14/2021 00:45:00","EST","N.Y.C.",61761,4314.6963
"03/14/2021 00:45:00","EST","NORTH",61755,621.4393
"03/14/2021 00:45:00","EST","WEST",61752,1428.2562
"03/14/2021 00:50:00","EST","CAPITL",61757,1158.013
"03/14/2021 00:50:00","EST","CENTRL",61754,1546.2021
"03/14/2021 00:50:00","EST","DUNWOD",61760,506.0207
"03/14/2021 00:50:00","EST","GENESE",61753,908.5713
"03/14/2021 00:50:00","EST","HUD VL",61758,867.2777
"03/14/2021 00:50:00","EST","LONGIL",61762,1746.3704
"03/14/2021 00:50:00","EST","MHK VL",61756,756.5317
"03/14/2021 00:50:00","EST","MILLWD",61759,264.5504
"03/14/2021 00:50:00","EST","N.Y.C.",61761,4304.019
"03/14/2021 00:50:00","EST","NORTH",61755,614.3572
"03/14/2021 00:50:00","EST","WEST",61752,1438.8013
"03/14/2021 00:55:00","EST","CAPITL",61757,1152.4806
"03/14/2021 00:55:00","EST","CENTRL",61754,1567.082
"03/14/2021 00:55:00","EST","DUNWOD",61760,502.686
"03/14/2021 00:55:00","EST","GENESE",61753,908.8326
"03/14/2021 00:55:00","EST","HUD VL",61758,892.9338
"03/14/2021 00:55:00","EST","LONGIL",61762,1740.0532
"03/14/2021 00:55:00","EST","MHK VL",61756,755.5579
"03/14/2021 00:55:00","EST","MILLWD",61759,257.0936
"03/14/2021 00:55:00","EST","N.Y.C.",61761,4290.0703
"03/14/2021 00:55:00","EST","NORTH",61755,612.1993
"03/14/2021 00:55:00","EST","WEST",61752,1391.459
"03/14/2021 01:00:00","EST","CAPITL",61757,1144.1316
"03/14/2021 01:00:00","EST","CENTRL",61754,1568.173
"03/14/2021 01:00:00","EST","DUNWOD",61760,499.6854
"03/14/2021 01:00:00","EST","GENESE",61753,905.485
"03/14/2021 01:00:00","EST","HUD VL",61758,905.2125
"03/14/2021 01:00:00","EST","LONGIL",61762,1737.9362
"03/14/2021 01:00:00","EST","MHK VL",61756,745.977
"03/14/2021 01:00:00","EST","MILLWD",61759,253.0004
"03/14/2021 01:00:00","EST","N.Y.C.",61761,4282.005
"03/14/2021 01:00:00","EST","NORTH",61755,619.754
"03/14/2021 01:00:00","EST","WEST",61752,1426.7472
"03/14/2021 01:05:00","EST","CAPITL",61757,1143.1119
"03/14/2021 01:05:00","EST","CENTRL",61754,1539.7296
"03/14/2021 01:05:00","EST","DUNWOD",61760,502.8795
"03/14/2021 01:05:00","EST","GENESE",61753,905.7867
"03/14/2021 01:05:00","EST","HUD VL",61758,854.6265
"03/14/2021 01:05:00","EST","LONGIL",61762,1746.4258
"03/14/2021 01:05:00","EST","MHK VL",61756,752.8283
"03/14/2021 01:05:00","EST","MILLWD",61759,251.1997
"03/14/2021 01:05:00","EST","N.Y.C.",61761,4240.9663
"03/14/2021 01:05:00","EST","NORTH",61755,618.0141
"03/14/2021 01:05:00","EST","WEST",61752,1415.1229
"03/14/2021 01:10:00","EST","CAPITL",61757,1149.9003
"03/14/2021 01:10:00","EST","CENTRL",61754,1564.2633
"03/14/2021 01:10:00","EST","DUNWOD",61760,501.981
"03/14/2021 01:10:00","EST","GENESE",61753,897.4078
"03/14/2021 01:10:00","EST","HUD VL",61758,866.4184
"03/14/2021 01:10:00","EST","LONGIL",61762,1725.5078
"03/14/2021 01:10:00","EST","MHK VL",61756,750.3584
"03/14/2021 01:10:00","EST","MILLWD",61759,253.858
"03/14/2021 01:10:00","EST","N.Y.C.",61761,4235.9277
"03/14/2021 01:10:00","EST","NORTH",61755,609.3394
"03/14/2021 01:10:00","EST","WEST",61752,1401.394
"03/14/2021 01:15:00","EST","CAPITL",61757,1151.9814
"03/14/2021 01:15:00","EST","CENTRL",61754,1565.9651
"03/14/2021 01:15:00","EST","DUNWOD",61760,499.121
"03/14/2021 01:15:00","EST","GENESE",61753,901.0892
"03/14/2021 01:15:00","EST","HUD VL",61758,868.554
"03/14/2021 01:15:00","EST","LONGIL",61762,1727.3386
"03/14/2021 01:15:00","EST","MHK VL",61756,749.2534
"03/14/2021 01:15:00","EST","MILLWD",61759,254.4282
"03/14/2021 01:15:00","EST","N.Y.C.",61761,4237.5415
"03/14/2021 01:15:00","EST","NORTH",61755,606.3753
"03/14/2021 01:15:00","EST","WEST",61752,1387.6877
"03/14/2021 01:20:00","EST","CAPITL",61757,1152.2107
"03/14/2021 01:20:00","EST","CENTRL",61754,1520.8552
"03/14/2021 01:20:00","EST","DUNWOD",61760,512.3774
"03/14/2021 01:20:00","EST","GENESE",61753,896.1609
"03/14/2021 01:20:00","EST","HUD VL",61758,866.4141
"03/14/2021 01:20:00","EST","LONGIL",61762,1716.5283
"03/14/2021 01:20:00","EST","MHK VL",61756,753.7911
"03/14/2021 01:20:00","EST","MILLWD",61759,259.1889
"03/14/2021 01:20:00","EST","N.Y.C.",61761,4234.462
"03/14/2021 01:20:00","EST","NORTH",61755,621.8026
"03/14/2021 01:20:00","EST","WEST",61752,1447.5541
"03/14/2021 01:25:00","EST","CAPITL",61757,1143.311
"03/14/2021 01:25:00","EST","CENTRL",61754,1510.8745
"03/14/2021 01:25:00","EST","DUNWOD",61760,504.2993
"03/14/2021 01:25:00","EST","GENESE",61753,901.4755
"03/14/2021 01:25:00","EST","HUD VL",61758,883.4919
"03/14/2021 01:25:00","EST","LONGIL",61762,1716.7367
"03/14/2021 01:25:00","EST","MHK VL",61756,745.9642
"03/14/2021 01:25:00","EST","MILLWD",61759,256.257
"03/14/2021 01:25:00","EST","N.Y.C.",61761,4218.526
"03/14/2021 01:25:00","EST","NORTH",61755,615.5132
"03/14/2021 01:25:00","EST","WEST",61752,1400.8582
"03/14/2021 01:30:00","EST","CAPITL",61757,1137.2981
"03/14/2021 01:30:00","EST","CENTRL",61754,1503.6326
"03/14/2021 01:30:00","EST","DUNWOD",61760,497.0039
"03/14/2021 01:30:00","EST","GENESE",61753,892.459
"03/14/2021 01:30:00","EST","HUD VL",61758,878.5286
"03/14/2021 01:30:00","EST","LONGIL",61762,1715.2214
"03/14/2021 01:30:00","EST","MHK VL",61756,756.4036
"03/14/2021 01:30:00","EST","MILLWD",61759,249.4415
"03/14/2021 01:30:00","EST","N.Y.C.",61761,4194.2617
"03/14/2021 01:30:00","EST","NORTH",61755,603.9332
"03/14/2021 01:30:00","EST","WEST",61752,1400.8997
"03/14/2021 01:35:00","EST","CAPITL",61757,1136.2867
"03/14/2021 01:35:00","EST","CENTRL",61754,1504.2142
"03/14/2021 01:35:00","EST","DUNWOD",61760,492.3691
"03/14/2021 01:35:00","EST","GENESE",61753,899.9815
"03/14/2021 01:35:00","EST","HUD VL",61758,894.1591
"03/14/2021 01:35:00","EST","LONGIL",61762,1706.3513
"03/14/2021 01:35:00","EST","MHK VL",61756,754.4417
"03/14/2021 01:35:00","EST","MILLWD",61759,247.069
"03/14/2021 01:35:00","EST","N.Y.C.",61761,4207.15
"03/14/2021 01:35:00","EST","NORTH",61755,613.9678
"03/14/2021 01:35:00","EST","WEST",61752,1418.4037
"03/14/2021 01:40:00","EST","CAPITL",61757,1143.308
"03/14/2021 01:40:00","EST","CENTRL",61754,1517.9766
"03/14/2021 01:40:00","EST","DUNWOD",61760,497.2018
"03/14/2021 01:40:00","EST","GENESE",61753,891.9545
"03/14/2021 01:40:00","EST","HUD VL",61758,863.4951
"03/14/2021 01:40:00","EST","LONGIL",61762,1700.508
"03/14/2021 01:40:00","EST","MHK VL",61756,753.3783
"03/14/2021 01:40:00","EST","MILLWD",61759,253.1323
"03/14/2021 01:40:00","EST","N.Y.C.",61761,4173.2227
"03/14/2021 01:40:00","EST","NORTH",61755,606.3876
"03/14/2021 01:40:00","EST","WEST",61752,1367.2874
"03/14/2021 01:45:00","EST","CAPITL",61757,1137.8395
