"Time Stamp","Time Zone","Name","PTID","Load"
"03/11/2021 00:00:00","EST","CAPITL",61757,1186.9905
"03/11/2021 00:00:00","EST","CENTRL",61754,1541.6213
"03/11/2021 00:00:00","EST","DUNWOD",61760,508.5895
"03/11/2021 00:00:00","EST","GENESE",61753,914.2896
"03/11/2021 00:00:00","EST","HUD VL",61758,863.0101
"03/11/2021 00:00:00","EST","LONGIL",61762,1794.0361
"03/11/2021 00:00:00","EST","MHK VL",61756,792.1229
"03/11/2021 00:00:00","EST","MILLWD",61759,267.4482
"03/11/2021 00:00:00","EST","N.Y.C.",61761,4449.0547
"03/11/2021 00:00:00","EST","NORTH",61755,583.4277
"03/11/2021 00:00:00","EST","WEST",61752,1423.6781
"03/11/2021 00:05:00","EST","CAPITL",61757,1174.225
"03/11/2021 00:05:00","EST","CENTRL",61754,1561.5177
"03/11/2021 00:05:00","EST","DUNWOD",61760,501.4878
"03/11/2021 00:05:00","EST","GENESE",61753,912.5728
"03/11/2021 00:05:00","EST","HUD VL",61758,851.8335
"03/11/2021 00:05:00","EST","LONGIL",61762,1786.7317
"03/11/2021 00:05:00","EST","MHK VL",61756,783.4512
"03/11/2021 00:05:00","EST","MILLWD",61759,265.5524
"03/11/2021 00:05:00","EST","N.Y.C.",61761,4447.424
"03/11/2021 00:05:00","EST","NORTH",61755,581.5817
"03/11/2021 00:05:00","EST","WEST",61752,1429.285
"03/11/2021 00:10:00","EST","CAPITL",61757,1178.9639
"03/11/2021 00:10:00","EST","CENTRL",61754,1493.3064
"03/11/2021 00:10:00","EST","DUNWOD",61760,507.8226
"03/11/2021 00:10:00","EST","GENESE",61753,908.0361
"03/11/2021 00:10:00","EST","HUD VL",61758,851.7955
"03/11/2021 00:10:00","EST","LONGIL",61762,1779.8682
"03/11/2021 00:10:00","EST","MHK VL",61756,781.6981
"03/11/2021 00:10:00","EST","MILLWD",61759,255.2017
"03/11/2021 00:10:00","EST","N.Y.C.",61761,4402.583
"03/11/2021 00:10:00","EST","NORTH",61755,575.4988
"03/11/2021 00:10:00","EST","WEST",61752,1428.7631
"03/11/2021 00:15:00","EST","CAPITL",61757,1183.538
"03/11/2021 00:15:00","EST","CENTRL",61754,1524.5889
"03/11/2021 00:15:00","EST","DUNWOD",61760,512.8782
"03/11/2021 00:15:00","EST","GENESE",61753,902.608
"03/11/2021 00:15:00","EST","HUD VL",61758,859.5648
"03/11/2021 00:15:00","EST","LONGIL",61762,1754.41
"03/11/2021 00:15:00","EST","MHK VL",61756,776.2053
"03/11/2021 00:15:00","EST","MILLWD",61759,252.7332
"03/11/2021 00:15:00","EST","N.Y.C.",61761,4400.549
"03/11/2021 00:15:00","EST","NORTH",61755,578.3417
"03/11/2021 00:15:00","EST","WEST",61752,1418.8506
"03/11/2021 00:20:00","EST","CAPITL",61757,1185.3036
"03/11/2021 00:20:00","EST","CENTRL",61754,1526.5106
"03/11/2021 00:20:00","EST","DUNWOD",61760,493.6963
"03/11/2021 00:20:00","EST","GENESE",61753,888.0464
"03/11/2021 00:20:00","EST","HUD VL",61758,862.8472
"03/11/2021 00:20:00","EST","LONGIL",61762,1745.4037
"03/11/2021 00:20:00","EST","MHK VL",61756,766.8623
"03/11/2021 00:20:00","EST","MILLWD",61759,255.2412
"03/11/2021 00:20:00","EST","N.Y.C.",61761,4381.7256
"03/11/2021 00:20:00","EST","NORTH",61755,580.4733
"03/11/2021 00:20:00","EST","WEST",61752,1429.194
"03/11/2021 00:25:00","EST","CAPITL",61757,1181.0061
"03/11/2021 00:25:00","EST","CENTRL",61754,1501.6849
"03/11/2021 00:25:00","EST","DUNWOD",61760,485.3294
"03/11/2021 00:25:00","EST","GENESE",61753,892.241
"03/11/2021 00:25:00","EST","HUD VL",61758,856.4903
"03/11/2021 00:25:00","EST","LONGIL",61762,1738.5142
"03/11/2021 00:25:00","EST","MHK VL",61756,775.6254
"03/11/2021 00:25:00","EST","MILLWD",61759,256.7794
"03/11/2021 00:25:00","EST","N.Y.C.",61761,4348.23
"03/11/2021 00:25:00","EST","NORTH",61755,576.3915
"03/11/2021 00:25:00","EST","WEST",61752,1406.6956
"03/11/2021 00:30:00","EST","CAPITL",61757,1165.2203
"03/11/2021 00:30:00","EST","CENTRL",61754,1507.0929
"03/11/2021 00:30:00","EST","DUNWOD",61760,496.484
"03/11/2021 00:30:00","EST","GENESE",61753,892.3877
"03/11/2021 00:30:00","EST","HUD VL",61758,849.3831
"03/11/2021 00:30:00","EST","LONGIL",61762,1743.9797
"03/11/2021 00:30:00","EST","MHK VL",61756,766.8332
"03/11/2021 00:30:00","EST","MILLWD",61759,253.0421
"03/11/2021 00:30:00","EST","N.Y.C.",61761,4346.846
"03/11/2021 00:30:00","EST","NORTH",61755,578.9357
"03/11/2021 00:30:00","EST","WEST",61752,1395.4535
"03/11/2021 00:35:00","EST","CAPITL",61757,1165.5725
"03/11/2021 00:35:00","EST","CENTRL",61754,1494.3239
"03/11/2021 00:35:00","EST","DUNWOD",61760,493.4069
"03/11/2021 00:35:00","EST","GENESE",61753,889.8053
"03/11/2021 00:35:00","EST","HUD VL",61758,839.9422
"03/11/2021 00:35:00","EST","LONGIL",61762,1730.7097
"03/11/2021 00:35:00","EST","MHK VL",61756,771.6925
"03/11/2021 00:35:00","EST","MILLWD",61759,245.9002
"03/11/2021 00:35:00","EST","N.Y.C.",61761,4360.174
"03/11/2021 00:35:00","EST","NORTH",61755,574.548
"03/11/2021 00:35:00","EST","WEST",61752,1408.3248
"03/11/2021 00:40:00","EST","CAPITL",61757,1172.2925
"03/11/2021 00:40:00","EST","CENTRL",61754,1501.7252
"03/11/2021 00:40:00","EST","DUNWOD",61760,492.4013
"03/11/2021 00:40:00","EST","GENESE",61753,885.0855
"03/11/2021 00:40:00","EST","HUD VL",61758,844.4624
"03/11/2021 00:40:00","EST","LONGIL",61762,1730.8746
"03/11/2021 00:40:00","EST","MHK VL",61756,773.4508
"03/11/2021 00:40:00","EST","MILLWD",61759,249.5169
"03/11/2021 00:40:00","EST","N.Y.C.",61761,4318.3604
"03/11/2021 00:40:00","EST","NORTH",61755,575.1876
"03/11/2021 00:40:00","EST","WEST",61752,1390.263
"03/11/2021 00:45:00","EST","CAPITL",61757,1167.6338
"03/11/2021 00:45:00","EST","CENTRL",61754,1510.7592
"03/11/2021 00:45:00","EST","DUNWOD",61760,484.4379
"03/11/2021 00:45:00","EST","GENESE",61753,879.9858
"03/11/2021 00:45:00","EST","HUD VL",61758,823.9716
"03/11/2021 00:45:00","EST","LONGIL",61762,1716.1125
"03/11/2021 00:45:00","EST","MHK VL",61756,773.239
"03/11/2021 00:45:00","EST","MILLWD",61759,253.2485
"03/11/2021 00:45:00","EST","N.Y.C.",61761,4310.1616
"03/11/2021 00:45:00","EST","NORTH",61755,568.0493
"03/11/2021 00:45:00","EST","WEST",61752,1376.7236
"03/11/2021 00:50:00","EST","CAPITL",61757,1172.2894
"03/11/2021 00:50:00","EST","CENTRL",61754,1499.6774
"03/11/2021 00:50:00","EST","DUNWOD",61760,484.5129
"03/11/2021 00:50:00","EST","GENESE",61753,877.135
"03/11/2021 00:50:00","EST","HUD VL",61758,820.9778
"03/11/2021 00:50:00","EST","LONGIL",61762,1709.8451
"03/11/2021 00:50:00","EST","MHK VL",61756,765.7278
"03/11/2021 00:50:00","EST","MILLWD",61759,257.8214
"03/11/2021 00:50:00","EST","N.Y.C.",61761,4305.3115
"03/11/2021 00:50:00","EST","NORTH",61755,570.9631
"03/11/2021 00:50:00","EST","WEST",61752,1401.7413
"03/11/2021 00:55:00","EST","CAPITL",61757,1157.7941
"03/11/2021 00:55:00","EST","CENTRL",61754,1504.8546
"03/11/2021 00:55:00","EST","DUNWOD",61760,481.5264
"03/11/2021 00:55:00","EST","GENESE",61753,883.2202
"03/11/2021 00:55:00","EST","HUD VL",61758,846.2626
"03/11/2021 00:55:00","EST","LONGIL",61762,1706.9772
"03/11/2021 00:55:00","EST","MHK VL",61756,758.7589
"03/11/2021 00:55:00","EST","MILLWD",61759,247.3697
"03/11/2021 00:55:00","EST","N.Y.C.",61761,4300.7734
"03/11/2021 00:55:00","EST","NORTH",61755,579.7803
"03/11/2021 00:55:00","EST","WEST",61752,1371.4818
"03/11/2021 01:00:00","EST","CAPITL",61757,1183.6106
"03/11/2021 01:00:00","EST","CENTRL",61754,1451.8926
"03/11/2021 01:00:00","EST","DUNWOD",61760,478.4432
"03/11/2021 01:00:00","EST","GENESE",61753,877.3679
"03/11/2021 01:00:00","EST","HUD VL",61758,845.4421
"03/11/2021 01:00:00","EST","LONGIL",61762,1702.9229
"03/11/2021 01:00:00","EST","MHK VL",61756,759.9532
"03/11/2021 01:00:00","EST","MILLWD",61759,255.1218
"03/11/2021 01:00:00","EST","N.Y.C.",61761,4258.717
"03/11/2021 01:00:00","EST","NORTH",61755,567.7604
"03/11/2021 01:00:00","EST","WEST",61752,1385.4045
"03/11/2021 01:05:00","EST","CAPITL",61757,1175.7039
"03/11/2021 01:05:00","EST","CENTRL",61754,1485.4662
"03/11/2021 01:05:00","EST","DUNWOD",61760,486.4763
"03/11/2021 01:05:00","EST","GENESE",61753,882.0253
"03/11/2021 01:05:00","EST","HUD VL",61758,805.8581
"03/11/2021 01:05:00","EST","LONGIL",61762,1695.48
"03/11/2021 01:05:00","EST","MHK VL",61756,747.9527
"03/11/2021 01:05:00","EST","MILLWD",61759,250.7092
"03/11/2021 01:05:00","EST","N.Y.C.",61761,4225.7305
"03/11/2021 01:05:00","EST","NORTH",61755,571.2673
"03/11/2021 01:05:00","EST","WEST",61752,1358.307
"03/11/2021 01:10:00","EST","CAPITL",61757,1164.2942
"03/11/2021 01:10:00","EST","CENTRL",61754,1479.5433
"03/11/2021 01:10:00","EST","DUNWOD",61760,496.5485
"03/11/2021 01:10:00","EST","GENESE",61753,875.059
"03/11/2021 01:10:00","EST","HUD VL",61758,798.433
"03/11/2021 01:10:00","EST","LONGIL",61762,1681.3579
"03/11/2021 01:10:00","EST","MHK VL",61756,748.4979
"03/11/2021 01:10:00","EST","MILLWD",61759,248.2479
"03/11/2021 01:10:00","EST","N.Y.C.",61761,4210.079
"03/11/2021 01:10:00","EST","NORTH",61755,567.7631
"03/11/2021 01:10:00","EST","WEST",61752,1353.8904
"03/11/2021 01:15:00","EST","CAPITL",61757,1171.2656
"03/11/2021 01:15:00","EST","CENTRL",61754,1495.7345
"03/11/2021 01:15:00","EST","DUNWOD",61760,493.3816
"03/11/2021 01:15:00","EST","GENESE",61753,866.1219
"03/11/2021 01:15:00","EST","HUD VL",61758,829.1846
"03/11/2021 01:15:00","EST","LONGIL",61762,1696.7954
"03/11/2021 01:15:00","EST","MHK VL",61756,744.0905
"03/11/2021 01:15:00","EST","MILLWD",61759,243.9166
"03/11/2021 01:15:00","EST","N.Y.C.",61761,4194.374
"03/11/2021 01:15:00","EST","NORTH",61755,575.5394
"03/11/2021 01:15:00","EST","WEST",61752,1371.8435
"03/11/2021 01:20:00","EST","CAPITL",61757,1161.3538
"03/11/2021 01:20:00","EST","CENTRL",61754,1462.154
"03/11/2021 01:20:00","EST","DUNWOD",61760,498.5643
"03/11/2021 01:20:00","EST","GENESE",61753,870.8257
"03/11/2021 01:20:00","EST","HUD VL",61758,814.952
"03/11/2021 01:20:00","EST","LONGIL",61762,1669.4379
"03/11/2021 01:20:00","EST","MHK VL",61756,750.0654
"03/11/2021 01:20:00","EST","MILLWD",61759,245.6067
"03/11/2021 01:20:00","EST","N.Y.C.",61761,4193.127
"03/11/2021 01:20:00","EST","NORTH",61755,570.7882
"03/11/2021 01:20:00","EST","WEST",61752,1334.794
"03/11/2021 01:25:00","EST","CAPITL",61757,1162.5717
"03/11/2021 01:25:00","EST","CENTRL",61754,1470.1653
"03/11/2021 01:25:00","EST","DUNWOD",61760,497.6445
"03/11/2021 01:25:00","EST","GENESE",61753,877.5691
"03/11/2021 01:25:00","EST","HUD VL",61758,825.2119
"03/11/2021 01:25:00","EST","LONGIL",61762,1685.4341
"03/11/2021 01:25:00","EST","MHK VL",61756,748.6608
"03/11/2021 01:25:00","EST","MILLWD",61759,244.5621
"03/11/2021 01:25:00","EST","N.Y.C.",61761,4184.45
"03/11/2021 01:25:00","EST","NORTH",61755,567.1698
"03/11/2021 01:25:00","EST","WEST",61752,1362.3231
"03/11/2021 01:30:00","EST","CAPITL",61757,1161.4102
"03/11/2021 01:30:00","EST","CENTRL",61754,1482.4915
"03/11/2021 01:30:00","EST","DUNWOD",61760,490.0474
"03/11/2021 01:30:00","EST","GENESE",61753,875.4871
"03/11/2021 01:30:00","EST","HUD VL",61758,834.127
"03/11/2021 01:30:00","EST","LONGIL",61762,1673.4822
"03/11/2021 01:30:00","EST","MHK VL",61756,759.9722
"03/11/2021 01:30:00","EST","MILLWD",61759,242.9863
"03/11/2021 01:30:00","EST","N.Y.C.",61761,4172.507
"03/11/2021 01:30:00","EST","NORTH",61755,572.0635
"03/11/2021 01:30:00","EST","WEST",61752,1357.8367
"03/11/2021 01:35:00","EST","CAPITL",61757,1171.6465
"03/11/2021 01:35:00","EST","CENTRL",61754,1490.7737
"03/11/2021 01:35:00","EST","DUNWOD",61760,491.9269
"03/11/2021 01:35:00","EST","GENESE",61753,875.5512
"03/11/2021 01:35:00","EST","HUD VL",61758,823.6972
"03/11/2021 01:35:00","EST","LONGIL",61762,1676.2666
"03/11/2021 01:35:00","EST","MHK VL",61756,748.3262
"03/11/2021 01:35:00","EST","MILLWD",61759,246.2235
"03/11/2021 01:35:00","EST","N.Y.C.",61761,4176.4688
"03/11/2021 01:35:00","EST","NORTH",61755,568.2344
"03/11/2021 01:35:00","EST","WEST",61752,1375.6497
"03/11/2021 01:40:00","EST","CAPITL",61757,1157.091
"03/11/2021 01:40:00","EST","CENTRL",61754,1503.9448
"03/11/2021 01:40:00","EST","DUNWOD",61760,502.8402
"03/11/2021 01:40:00","EST","GENESE",61753,865.1808
"03/11/2021 01:40:00","EST","HUD VL",61758,804.6038
"03/11/2021 01:40:00","EST","LONGIL",61762,1649.9651
"03/11/2021 01:40:00","EST","MHK VL",61756,747.1954
"03/11/2021 01:40:00","EST","MILLWD",61759,238.3997
"03/11/2021 01:40:00","EST","N.Y.C.",61761,4170.277
"03/11/2021 01:40:00","EST","NORTH",61755,568.1256
"03/11/2021 01:40:00","EST","WEST",61752,1366.1235
"03/11/2021 01:45:00","EST","CAPITL",61757,1158.277
"03/11/2021 01:45:00","EST","CENTRL",61754,1454.5914
"03/11/2021 01:45:00","EST","DUNWOD",61760,500.5927
"03/11/2021 01:45:00","EST","GENESE",61753,868.8513
"03/11/2021 01:45:00","EST","HUD VL",61758,779.7366
"03/11/2021 01:45:00","EST","LONGIL",61762,1658.1268
"03/11/2021 01:45:00","EST","MHK VL",61756,763.5263
"03/11/2021 01:45:00","EST","MILLWD",61759,239.8263
"03/11/2021 01:45:00","EST","N.Y.C.",61761,4151.1953
"03/11/2021 01:45:00","EST","NORTH",61755,566.5787
"03/11/2021 01:45:00","EST","WEST",61752,1382.6357
"03/11/2021 01:50:00","EST","CAPITL",61757,1156.9316
"03/11/2021 01:50:00","EST","CENTRL",61754,1439.2032
"03/11/2021 01:50:00","EST","DUNWOD",61760,485.9719
"03/11/2021 01:50:00","EST","GENESE",61753,865.995
"03/11/2021 01:50:00","EST","HUD VL",61758,797.067
"03/11/2021 01:50:00","EST","LONGIL",61762,1646.3608
"03/11/2021 01:50:00","EST","MHK VL",61756,743.4738
"03/11/2021 01:50:00","EST","MILLWD",61759,241.1728
"03/11/2021 01:50:00","EST","N.Y.C.",61761,4135.4355
"03/11/2021 01:50:00","EST","NORTH",61755,566.2575
"03/11/2021 01:50:00","EST","WEST",61752,1356.1344
"03/11/2021 01:55:00","EST","CAPITL",61757,1150.9097
"03/11/2021 01:55:00","EST","CENTRL",61754,1451.8943
"03/11/2021 01:55:00","EST","DUNWOD",61760,481.0444
"03/11/2021 01:55:00","EST","GENESE",61753,869.1699
"03/11/2021 01:55:00","EST","HUD VL",61758,815.2983
"03/11/2021 01:55:00","EST","LONGIL",61762,1652.3289
