"Time Stamp","Time Zone","Name","PTID","Load"
"03/23/2021 00:00:00","EDT","CAPITL",61757,1079.7529
"03/23/2021 00:00:00","EDT","CENTRL",61754,1430.1842
"03/23/2021 00:00:00","EDT","DUNWOD",61760,490.8716
"03/23/2021 00:00:00","EDT","GENESE",61753,875.3066
"03/23/2021 00:00:00","EDT","HUD VL",61758,843.3835
"03/23/2021 00:00:00","EDT","LONGIL",61762,1779.2502
"03/23/2021 00:00:00","EDT","MHK VL",61756,676.0785
"03/23/2021 00:00:00","EDT","MILLWD",61759,251.6807
"03/23/2021 00:00:00","EDT","N.Y.C.",61761,4416.961
"03/23/2021 00:00:00","EDT","NORTH",61755,570.5408
"03/23/2021 00:00:00","EDT","WEST",61752,1431.1631
"03/23/2021 00:05:00","EDT","CAPITL",61757,1079.9219
"03/23/2021 00:05:00","EDT","CENTRL",61754,1410.7948
"03/23/2021 00:05:00","EDT","DUNWOD",61760,527.2376
"03/23/2021 00:05:00","EDT","GENESE",61753,883.4616
"03/23/2021 00:05:00","EDT","HUD VL",61758,824.2568
"03/23/2021 00:05:00","EDT","LONGIL",61762,1715.5024
"03/23/2021 00:05:00","EDT","MHK VL",61756,691.2036
"03/23/2021 00:05:00","EDT","MILLWD",61759,263.6448
"03/23/2021 00:05:00","EDT","N.Y.C.",61761,4362.5254
"03/23/2021 00:05:00","EDT","NORTH",61755,544.078
"03/23/2021 00:05:00","EDT","WEST",61752,1411.1663
"03/23/2021 00:10:00","EDT","CAPITL",61757,1083.6215
"03/23/2021 00:10:00","EDT","CENTRL",61754,1413.5121
"03/23/2021 00:10:00","EDT","DUNWOD",61760,536.4086
"03/23/2021 00:10:00","EDT","GENESE",61753,872.9801
"03/23/2021 00:10:00","EDT","HUD VL",61758,813.4215
"03/23/2021 00:10:00","EDT","LONGIL",61762,1689.5276
"03/23/2021 00:10:00","EDT","MHK VL",61756,668.8734
"03/23/2021 00:10:00","EDT","MILLWD",61759,269.2856
"03/23/2021 00:10:00","EDT","N.Y.C.",61761,4345.517
"03/23/2021 00:10:00","EDT","NORTH",61755,556.0024
"03/23/2021 00:10:00","EDT","WEST",61752,1404.0189
"03/23/2021 00:15:00","EDT","CAPITL",61757,1081.9877
"03/23/2021 00:15:00","EDT","CENTRL",61754,1395.7377
"03/23/2021 00:15:00","EDT","DUNWOD",61760,536.4086
"03/23/2021 00:15:00","EDT","GENESE",61753,872.5994
"03/23/2021 00:15:00","EDT","HUD VL",61758,839.5253
"03/23/2021 00:15:00","EDT","LONGIL",61762,1726.4523
"03/23/2021 00:15:00","EDT","MHK VL",61756,672.9141
"03/23/2021 00:15:00","EDT","MILLWD",61759,256.5086
"03/23/2021 00:15:00","EDT","N.Y.C.",61761,4335.3457
"03/23/2021 00:15:00","EDT","NORTH",61755,562.1675
"03/23/2021 00:15:00","EDT","WEST",61752,1423.1062
"03/23/2021 00:20:00","EDT","CAPITL",61757,1072.2057
"03/23/2021 00:20:00","EDT","CENTRL",61754,1417.8682
"03/23/2021 00:20:00","EDT","DUNWOD",61760,497.5169
"03/23/2021 00:20:00","EDT","GENESE",61753,872.4354
"03/23/2021 00:20:00","EDT","HUD VL",61758,814.2275
"03/23/2021 00:20:00","EDT","LONGIL",61762,1704.6132
"03/23/2021 00:20:00","EDT","MHK VL",61756,664.198
"03/23/2021 00:20:00","EDT","MILLWD",61759,263.5388
"03/23/2021 00:20:00","EDT","N.Y.C.",61761,4344.984
"03/23/2021 00:20:00","EDT","NORTH",61755,567.2799
"03/23/2021 00:20:00","EDT","WEST",61752,1423.687
"03/23/2021 00:25:00","EDT","CAPITL",61757,1068.6157
"03/23/2021 00:25:00","EDT","CENTRL",61754,1396.2684
"03/23/2021 00:25:00","EDT","DUNWOD",61760,484.6968
"03/23/2021 00:25:00","EDT","GENESE",61753,869.4337
"03/23/2021 00:25:00","EDT","HUD VL",61758,826.9737
"03/23/2021 00:25:00","EDT","LONGIL",61762,1717.3577
"03/23/2021 00:25:00","EDT","MHK VL",61756,669.0566
"03/23/2021 00:25:00","EDT","MILLWD",61759,255.0558
"03/23/2021 00:25:00","EDT","N.Y.C.",61761,4316.079
"03/23/2021 00:25:00","EDT","NORTH",61755,561.335
"03/23/2021 00:25:00","EDT","WEST",61752,1413.4528
"03/23/2021 00:30:00","EDT","CAPITL",61757,1072.1082
"03/23/2021 00:30:00","EDT","CENTRL",61754,1390.7616
"03/23/2021 00:30:00","EDT","DUNWOD",61760,472.3207
"03/23/2021 00:30:00","EDT","GENESE",61753,872.4243
"03/23/2021 00:30:00","EDT","HUD VL",61758,834.866
"03/23/2021 00:30:00","EDT","LONGIL",61762,1709.3821
"03/23/2021 00:30:00","EDT","MHK VL",61756,676.6901
"03/23/2021 00:30:00","EDT","MILLWD",61759,258.3873
"03/23/2021 00:30:00","EDT","N.Y.C.",61761,4307.2783
"03/23/2021 00:30:00","EDT","NORTH",61755,555.6445
"03/23/2021 00:30:00","EDT","WEST",61752,1420.2533
"03/23/2021 00:35:00","EDT","CAPITL",61757,1064.3059
"03/23/2021 00:35:00","EDT","CENTRL",61754,1398.4668
"03/23/2021 00:35:00","EDT","DUNWOD",61760,475.4552
