"Time Stamp","Time Zone","Name","PTID","Load"
"08/26/2021 00:00:00","EDT","CAPITL",61757,1590.5944
"08/26/2021 00:00:00","EDT","CENTRL",61754,2116.6536
"08/26/2021 00:00:00","EDT","DUNWOD",61760,848.3806
"08/26/2021 00:00:00","EDT","GENESE",61753,1435.0531
"08/26/2021 00:00:00","EDT","HUD VL",61758,1346.3593
"08/26/2021 00:00:00","EDT","LONGIL",61762,3146.143
"08/26/2021 00:00:00","EDT","MHK VL",61756,910.9437
"08/26/2021 00:00:00","EDT","MILLWD",61759,379.5711
"08/26/2021 00:00:00","EDT","N.Y.C.",61761,7537.2407
"08/26/2021 00:00:00","EDT","NORTH",61755,684.0308
"08/26/2021 00:00:00","EDT","WEST",61752,1991.6089
"08/26/2021 00:05:00","EDT","CAPITL",61757,1605.4185
"08/26/2021 00:05:00","EDT","CENTRL",61754,2124.8564
"08/26/2021 00:05:00","EDT","DUNWOD",61760,849.0209
"08/26/2021 00:05:00","EDT","GENESE",61753,1422.57
"08/26/2021 00:05:00","EDT","HUD VL",61758,1304.3793
"08/26/2021 00:05:00","EDT","LONGIL",61762,3129.9255
"08/26/2021 00:05:00","EDT","MHK VL",61756,934.3389
"08/26/2021 00:05:00","EDT","MILLWD",61759,388.2108
"08/26/2021 00:05:00","EDT","N.Y.C.",61761,7506.752
"08/26/2021 00:05:00","EDT","NORTH",61755,664.749
"08/26/2021 00:05:00","EDT","WEST",61752,1988.96
"08/26/2021 00:10:00","EDT","CAPITL",61757,1572.1348
"08/26/2021 00:10:00","EDT","CENTRL",61754,2125.4573
"08/26/2021 00:10:00","EDT","DUNWOD",61760,835.1207
"08/26/2021 00:10:00","EDT","GENESE",61753,1409.8057
"08/26/2021 00:10:00","EDT","HUD VL",61758,1312.7896
"08/26/2021 00:10:00","EDT","LONGIL",61762,3094.2397
"08/26/2021 00:10:00","EDT","MHK VL",61756,920.4471
"08/26/2021 00:10:00","EDT","MILLWD",61759,378.7702
"08/26/2021 00:10:00","EDT","N.Y.C.",61761,7467.2344
"08/26/2021 00:10:00","EDT","NORTH",61755,618.4113
"08/26/2021 00:10:00","EDT","WEST",61752,1991.5995
"08/26/2021 00:15:00","EDT","CAPITL",61757,1565.2998
"08/26/2021 00:15:00","EDT","CENTRL",61754,2106.476
"08/26/2021 00:15:00","EDT","DUNWOD",61760,847.2858
"08/26/2021 00:15:00","EDT","GENESE",61753,1399.8566
"08/26/2021 00:15:00","EDT","HUD VL",61758,1303.2457
"08/26/2021 00:15:00","EDT","LONGIL",61762,3073.766
"08/26/2021 00:15:00","EDT","MHK VL",61756,926.2678
"08/26/2021 00:15:00","EDT","MILLWD",61759,368.6843
"08/26/2021 00:15:00","EDT","N.Y.C.",61761,7416.0977
"08/26/2021 00:15:00","EDT","NORTH",61755,608.7639
"08/26/2021 00:15:00","EDT","WEST",61752,1967.0137
"08/26/2021 00:20:00","EDT","CAPITL",61757,1565.0974
"08/26/2021 00:20:00","EDT","CENTRL",61754,2096.7488
"08/26/2021 00:20:00","EDT","DUNWOD",61760,837.7086
"08/26/2021 00:20:00","EDT","GENESE",61753,1389.8928
"08/26/2021 00:20:00","EDT","HUD VL",61758,1305.4495
"08/26/2021 00:20:00","EDT","LONGIL",61762,3039.7393
"08/26/2021 00:20:00","EDT","MHK VL",61756,949.3644
"08/26/2021 00:20:00","EDT","MILLWD",61759,378.8997
"08/26/2021 00:20:00","EDT","N.Y.C.",61761,7381.535
"08/26/2021 00:20:00","EDT","NORTH",61755,554.3735
"08/26/2021 00:20:00","EDT","WEST",61752,2002.1108
"08/26/2021 00:25:00","EDT","CAPITL",61757,1563.7386
"08/26/2021 00:25:00","EDT","CENTRL",61754,2103.9219
"08/26/2021 00:25:00","EDT","DUNWOD",61760,829.9607
"08/26/2021 00:25:00","EDT","GENESE",61753,1379.1968
"08/26/2021 00:25:00","EDT","HUD VL",61758,1328.3721
"08/26/2021 00:25:00","EDT","LONGIL",61762,3028.4106
"08/26/2021 00:25:00","EDT","MHK VL",61756,906.7871
"08/26/2021 00:25:00","EDT","MILLWD",61759,358.6771
