"Time Stamp","Time Zone","Name","PTID","Load"
"08/20/2021 00:00:00","EDT","CAPITL",61757,1420.8018
"08/20/2021 00:00:00","EDT","CENTRL",61754,1853.696
"08/20/2021 00:00:00","EDT","DUNWOD",61760,799.0958
"08/20/2021 00:00:00","EDT","GENESE",61753,1290.6653
"08/20/2021 00:00:00","EDT","HUD VL",61758,1251.237
"08/20/2021 00:00:00","EDT","LONGIL",61762,3058.315
"08/20/2021 00:00:00","EDT","MHK VL",61756,849.0529
"08/20/2021 00:00:00","EDT","MILLWD",61759,340.8955
"08/20/2021 00:00:00","EDT","N.Y.C.",61761,6955.5576
"08/20/2021 00:00:00","EDT","NORTH",61755,604.9888
"08/20/2021 00:00:00","EDT","WEST",61752,1886.0117
"08/20/2021 00:05:00","EDT","CAPITL",61757,1381.8678
"08/20/2021 00:05:00","EDT","CENTRL",61754,1809.6084
"08/20/2021 00:05:00","EDT","DUNWOD",61760,791.8629
"08/20/2021 00:05:00","EDT","GENESE",61753,1280.2003
"08/20/2021 00:05:00","EDT","HUD VL",61758,1248.9814
"08/20/2021 00:05:00","EDT","LONGIL",61762,3030.4387
"08/20/2021 00:05:00","EDT","MHK VL",61756,849.0063
"08/20/2021 00:05:00","EDT","MILLWD",61759,344.7618
"08/20/2021 00:05:00","EDT","N.Y.C.",61761,6958.85
"08/20/2021 00:05:00","EDT","NORTH",61755,583.1311
"08/20/2021 00:05:00","EDT","WEST",61752,1881.2102
"08/20/2021 00:10:00","EDT","CAPITL",61757,1360.7085
"08/20/2021 00:10:00","EDT","CENTRL",61754,1812.9741
"08/20/2021 00:10:00","EDT","DUNWOD",61760,785.7504
"08/20/2021 00:10:00","EDT","GENESE",61753,1272.2823
"08/20/2021 00:10:00","EDT","HUD VL",61758,1228.3555
"08/20/2021 00:10:00","EDT","LONGIL",61762,3006.6064
"08/20/2021 00:10:00","EDT","MHK VL",61756,848.2492
"08/20/2021 00:10:00","EDT","MILLWD",61759,327.0466
"08/20/2021 00:10:00","EDT","N.Y.C.",61761,6895.7603
"08/20/2021 00:10:00","EDT","NORTH",61755,591.6986
"08/20/2021 00:10:00","EDT","WEST",61752,1863.5876
"08/20/2021 00:15:00","EDT","CAPITL",61757,1385.8918
"08/20/2021 00:15:00","EDT","CENTRL",61754,1818.8918
"08/20/2021 00:15:00","EDT","DUNWOD",61760,781.5094
"08/20/2021 00:15:00","EDT","GENESE",61753,1250.6272
"08/20/2021 00:15:00","EDT","HUD VL",61758,1193.6196
"08/20/2021 00:15:00","EDT","LONGIL",61762,2988.4453
"08/20/2021 00:15:00","EDT","MHK VL",61756,843.0512
"08/20/2021 00:15:00","EDT","MILLWD",61759,338.0972
"08/20/2021 00:15:00","EDT","N.Y.C.",61761,6874.5996
"08/20/2021 00:15:00","EDT","NORTH",61755,589.6785
"08/20/2021 00:15:00","EDT","WEST",61752,1875.7358
"08/20/2021 00:20:00","EDT","CAPITL",61757,1370.9357
"08/20/2021 00:20:00","EDT","CENTRL",61754,1784.833
"08/20/2021 00:20:00","EDT","DUNWOD",61760,783.2555
"08/20/2021 00:20:00","EDT","GENESE",61753,1254.7012
"08/20/2021 00:20:00","EDT","HUD VL",61758,1214.3981
"08/20/2021 00:20:00","EDT","LONGIL",61762,2960.8845
"08/20/2021 00:20:00","EDT","MHK VL",61756,845.3159
"08/20/2021 00:20:00","EDT","MILLWD",61759,326.8698
"08/20/2021 00:20:00","EDT","N.Y.C.",61761,6828.274
"08/20/2021 00:20:00","EDT","NORTH",61755,584.2238
"08/20/2021 00:20:00","EDT","WEST",61752,1844.5403
