"Time Stamp","Time Zone","Name","PTID","Load"
"01/29/2021 00:00:00","EST","CAPITL",61757,1465.553
"01/29/2021 00:00:00","EST","CENTRL",61754,1933.2307
"01/29/2021 00:00:00","EST","DUNWOD",61760,629.1508
"01/29/2021 00:00:00","EST","GENESE",61753,1135.634
"01/29/2021 00:00:00","EST","HUD VL",61758,1133.6382
"01/29/2021 00:00:00","EST","LONGIL",61762,2280.6057
"01/29/2021 00:00:00","EST","MHK VL",61756,1076.2148
"01/29/2021 00:00:00","EST","MILLWD",61759,378.6244
"01/29/2021 00:00:00","EST","N.Y.C.",61761,5412.4375
"01/29/2021 00:00:00","EST","NORTH",61755,704.8836
"01/29/2021 00:00:00","EST","WEST",61752,1698.9005
"01/29/2021 00:05:00","EST","CAPITL",61757,1460.3804
"01/29/2021 00:05:00","EST","CENTRL",61754,1951.9607
"01/29/2021 00:05:00","EST","DUNWOD",61760,633.1412
"01/29/2021 00:05:00","EST","GENESE",61753,1141.6427
"01/29/2021 00:05:00","EST","HUD VL",61758,1124.1793
"01/29/2021 00:05:00","EST","LONGIL",61762,2261.4734
"01/29/2021 00:05:00","EST","MHK VL",61756,1051.8267
"01/29/2021 00:05:00","EST","MILLWD",61759,377.5969
"01/29/2021 00:05:00","EST","N.Y.C.",61761,5384.3853
"01/29/2021 00:05:00","EST","NORTH",61755,708.6138
"01/29/2021 00:05:00","EST","WEST",61752,1696.951
"01/29/2021 00:10:00","EST","CAPITL",61757,1452.105
"01/29/2021 00:10:00","EST","CENTRL",61754,1973.9333
"01/29/2021 00:10:00","EST","DUNWOD",61760,629.5994
"01/29/2021 00:10:00","EST","GENESE",61753,1133.5845
"01/29/2021 00:10:00","EST","HUD VL",61758,1113.1433
"01/29/2021 00:10:00","EST","LONGIL",61762,2254.8442
"01/29/2021 00:10:00","EST","MHK VL",61756,1052.4385
"01/29/2021 00:10:00","EST","MILLWD",61759,373.2488
"01/29/2021 00:10:00","EST","N.Y.C.",61761,5388.2266
"01/29/2021 00:10:00","EST","NORTH",61755,700.4325
"01/29/2021 00:10:00","EST","WEST",61752,1725.1044
"01/29/2021 00:15:00","EST","CAPITL",61757,1451.1812
"01/29/2021 00:15:00","EST","CENTRL",61754,1966.3936
"01/29/2021 00:15:00","EST","DUNWOD",61760,627.1421
"01/29/2021 00:15:00","EST","GENESE",61753,1136.5195
"01/29/2021 00:15:00","EST","HUD VL",61758,1104.9219
"01/29/2021 00:15:00","EST","LONGIL",61762,2262.2268
"01/29/2021 00:15:00","EST","MHK VL",61756,1073.5461
"01/29/2021 00:15:00","EST","MILLWD",61759,372.4311
"01/29/2021 00:15:00","EST","N.Y.C.",61761,5340.6064
"01/29/2021 00:15:00","EST","NORTH",61755,661.6527
"01/29/2021 00:15:00","EST","WEST",61752,1711.436
"01/29/2021 00:20:00","EST","CAPITL",61757,1450.4458
"01/29/2021 00:20:00","EST","CENTRL",61754,1967.6405
"01/29/2021 00:20:00","EST","DUNWOD",61760,640.8029
"01/29/2021 00:20:00","EST","GENESE",61753,1140.1973
"01/29/2021 00:20:00","EST","HUD VL",61758,1113.8547
"01/29/2021 00:20:00","EST","LONGIL",61762,2233.0852
"01/29/2021 00:20:00","EST","MHK VL",61756,1043.6823
"01/29/2021 00:20:00","EST","MILLWD",61759,369.3458
"01/29/2021 00:20:00","EST","N.Y.C.",61761,5344.772
"01/29/2021 00:20:00","EST","NORTH",61755,711.5317
"01/29/2021 00:20:00","EST","WEST",61752,1714.328
"01/29/2021 00:23:25","EST","CAPITL",61757,1451.5674
"01/29/2021 00:23:25","EST","CENTRL",61754,1967.0565
"01/29/2021 00:23:25","EST","DUNWOD",61760,628.8904
"01/29/2021 00:23:25","EST","GENESE",61753,1124.7672
"01/29/2021 00:23:25","EST","HUD VL",61758,1112.4694
"01/29/2021 00:23:25","EST","LONGIL",61762,2227.4556
"01/29/2021 00:23:25","EST","MHK VL",61756,1046.508
"01/29/2021 00:23:25","EST","MILLWD",61759,366.3339
"01/29/2021 00:23:25","EST","N.Y.C.",61761,5295.4907
"01/29/2021 00:23:25","EST","NORTH",61755,715.6196
"01/29/2021 00:23:25","EST","WEST",61752,1729.9592
"01/29/2021 00:25:01","EST","CAPITL",61757,1459.3062
"01/29/2021 00:25:01","EST","CENTRL",61754,1977.8612
"01/29/2021 00:25:01","EST","DUNWOD",61760,625.0266
"01/29/2021 00:25:01","EST","GENESE",61753,1132.5142
"01/29/2021 00:25:01","EST","HUD VL",61758,1111.6509
"01/29/2021 00:25:01","EST","LONGIL",61762,2223.8708
"01/29/2021 00:25:01","EST","MHK VL",61756,1044.1625
"01/29/2021 00:25:01","EST","MILLWD",61759,370.6268
"01/29/2021 00:25:01","EST","N.Y.C.",61761,5272.413
"01/29/2021 00:25:01","EST","NORTH",61755,712.1425
"01/29/2021 00:25:01","EST","WEST",61752,1707.0544
"01/29/2021 00:30:00","EST","CAPITL",61757,1463.2445
"01/29/2021 00:30:00","EST","CENTRL",61754,1958.5146
"01/29/2021 00:30:00","EST","DUNWOD",61760,624.0193
"01/29/2021 00:30:00","EST","GENESE",61753,1126.381
"01/29/2021 00:30:00","EST","HUD VL",61758,1118.1729
"01/29/2021 00:30:00","EST","LONGIL",61762,2233.1213
"01/29/2021 00:30:00","EST","MHK VL",61756,1040.4773
"01/29/2021 00:30:00","EST","MILLWD",61759,357.8182
"01/29/2021 00:30:00","EST","N.Y.C.",61761,5278.8623
"01/29/2021 00:30:00","EST","NORTH",61755,738.7758
"01/29/2021 00:30:00","EST","WEST",61752,1724.4327
"01/29/2021 00:35:00","EST","CAPITL",61757,1464.1128
"01/29/2021 00:35:00","EST","CENTRL",61754,1975.2347
"01/29/2021 00:35:00","EST","DUNWOD",61760,630.6231
"01/29/2021 00:35:00","EST","GENESE",61753,1129.334
"01/29/2021 00:35:00","EST","HUD VL",61758,1096.7058
"01/29/2021 00:35:00","EST","LONGIL",61762,2221.1838
"01/29/2021 00:35:00","EST","MHK VL",61756,1036.1854
"01/29/2021 00:35:00","EST","MILLWD",61759,369.9541
"01/29/2021 00:35:00","EST","N.Y.C.",61761,5285.9526
"01/29/2021 00:35:00","EST","NORTH",61755,721.7274
"01/29/2021 00:35:00","EST","WEST",61752,1699.1299
"01/29/2021 00:40:00","EST","CAPITL",61757,1458.8835
"01/29/2021 00:40:00","EST","CENTRL",61754,1966.0625
"01/29/2021 00:40:00","EST","DUNWOD",61760,617.9518
"01/29/2021 00:40:00","EST","GENESE",61753,1126.386
"01/29/2021 00:40:00","EST","HUD VL",61758,1095.0994
"01/29/2021 00:40:00","EST","LONGIL",61762,2208.8223
"01/29/2021 00:40:00","EST","MHK VL",61756,1034.9998
"01/29/2021 00:40:00","EST","MILLWD",61759,364.4315
"01/29/2021 00:40:00","EST","N.Y.C.",61761,5287.895
"01/29/2021 00:40:00","EST","NORTH",61755,716.3509
"01/29/2021 00:40:00","EST","WEST",61752,1725.9429
"01/29/2021 00:45:00","EST","CAPITL",61757,1448.0098
"01/29/2021 00:45:00","EST","CENTRL",61754,1944.9818
"01/29/2021 00:45:00","EST","DUNWOD",61760,622.9729
"01/29/2021 00:45:00","EST","GENESE",61753,1119.3473
"01/29/2021 00:45:00","EST","HUD VL",61758,1097.736
"01/29/2021 00:45:00","EST","LONGIL",61762,2201.7795
"01/29/2021 00:45:00","EST","MHK VL",61756,1038.0845
"01/29/2021 00:45:00","EST","MILLWD",61759,351.7098
"01/29/2021 00:45:00","EST","N.Y.C.",61761,5263.407
"01/29/2021 00:45:00","EST","NORTH",61755,710.8518
"01/29/2021 00:45:00","EST","WEST",61752,1744.533
"01/29/2021 00:50:00","EST","CAPITL",61757,1455.9865
"01/29/2021 00:50:00","EST","CENTRL",61754,1973.0216
"01/29/2021 00:50:00","EST","DUNWOD",61760,613.0432
"01/29/2021 00:50:00","EST","GENESE",61753,1111.7645
"01/29/2021 00:50:00","EST","HUD VL",61758,1070.589
"01/29/2021 00:50:00","EST","LONGIL",61762,2199.3008
"01/29/2021 00:50:00","EST","MHK VL",61756,1021.5488
"01/29/2021 00:50:00","EST","MILLWD",61759,362.5816
"01/29/2021 00:50:00","EST","N.Y.C.",61761,5233.3203
"01/29/2021 00:50:00","EST","NORTH",61755,709.5695
"01/29/2021 00:50:00","EST","WEST",61752,1684.8464
"01/29/2021 00:55:00","EST","CAPITL",61757,1450.2803
"01/29/2021 00:55:00","EST","CENTRL",61754,1905.4185
"01/29/2021 00:55:00","EST","DUNWOD",61760,611.345
"01/29/2021 00:55:00","EST","GENESE",61753,1120.1094
"01/29/2021 00:55:00","EST","HUD VL",61758,1083.7383
"01/29/2021 00:55:00","EST","LONGIL",61762,2190.4893
"01/29/2021 00:55:00","EST","MHK VL",61756,1029.1464
"01/29/2021 00:55:00","EST","MILLWD",61759,358.6489
"01/29/2021 00:55:00","EST","N.Y.C.",61761,5194.7544
"01/29/2021 00:55:00","EST","NORTH",61755,712.9778
"01/29/2021 00:55:00","EST","WEST",61752,1704.1674
"01/29/2021 01:00:00","EST","CAPITL",61757,1450.8877
"01/29/2021 01:00:00","EST","CENTRL",61754,1902.6521
"01/29/2021 01:00:00","EST","DUNWOD",61760,611.6464
"01/29/2021 01:00:00","EST","GENESE",61753,1116.7649
"01/29/2021 01:00:00","EST","HUD VL",61758,1086.0826
"01/29/2021 01:00:00","EST","LONGIL",61762,2191.0671
"01/29/2021 01:00:00","EST","MHK VL",61756,1016.3425
"01/29/2021 01:00:00","EST","MILLWD",61759,353.2274
"01/29/2021 01:00:00","EST","N.Y.C.",61761,5177.1826
"01/29/2021 01:00:00","EST","NORTH",61755,709.6321
"01/29/2021 01:00:00","EST","WEST",61752,1696.9058
"01/29/2021 01:05:00","EST","CAPITL",61757,1462.8585
"01/29/2021 01:05:00","EST","CENTRL",61754,1943.4365
"01/29/2021 01:05:00","EST","DUNWOD",61760,617.8379
"01/29/2021 01:05:00","EST","GENESE",61753,1111.8936
"01/29/2021 01:05:00","EST","HUD VL",61758,1100.5557
"01/29/2021 01:05:00","EST","LONGIL",61762,2173.9617
"01/29/2021 01:05:00","EST","MHK VL",61756,1011.0807
"01/29/2021 01:05:00","EST","MILLWD",61759,363.8636
"01/29/2021 01:05:00","EST","N.Y.C.",61761,5161.9536
"01/29/2021 01:05:00","EST","NORTH",61755,710.1427
"01/29/2021 01:05:00","EST","WEST",61752,1680.5072
"01/29/2021 01:10:00","EST","CAPITL",61757,1444.3179
"01/29/2021 01:10:00","EST","CENTRL",61754,1947.3651
"01/29/2021 01:10:00","EST","DUNWOD",61760,599.2681
"01/29/2021 01:10:00","EST","GENESE",61753,1116.9475
"01/29/2021 01:10:00","EST","HUD VL",61758,1085.4233
"01/29/2021 01:10:00","EST","LONGIL",61762,2169.6038
"01/29/2021 01:10:00","EST","MHK VL",61756,1007.6487
"01/29/2021 01:10:00","EST","MILLWD",61759,326.591
